sample,EGFR,KRAS,TP53,BRCA1,BRCA2,ALK,PIK3CA,MAPK1,PTEN,HRAS,NRAS,AKT1,CDK4,CDK6,MYC,RET,FGFR1,FGFR2,BRAF,SMAD4,MLH1,MUTYH,TSC1,TSC2,VHL,IDH1,IDH2,SPOP,ARID1A,ATM,AXIN1,FBXW7,RAD51,RB1,ERBB2,RPS6KB1,STK11,NOTCH1,NF1,KMT2C,KMT2D,PD-0325901:MEK_IC50 (uM),RAF265:RAF_IC50 (uM),PHA-665752:c-MET_IC50 (uM),Histology,Hist Subtype1,Site Primary
ACHN_KIDNEY,63.76,6.943,20.97,13.73,3.902,0.00295,5.848,14.41,9.159,13.1,28.17,31.09,154.2,17.34,49.88,0.02838,43.47,2.314,5.6,7.379,13.78,4.937,5.1,12.29,9.711,58.18,41.81,17.08,10.81,5.392,18.66,3.682,6.948,17.26,15.9,8.626,14.13,5.687,9.656,4.368,8.865,8.0,0.3176,8.0,carcinoma,renal_cell_carcinoma,KIDNEY
PK45H_PANCREAS,63.34,4.049,22.45,7.057,4.105,0.0069,11.65,15.22,12.46,20.52,13.46,56.33,80.5,12.55,26.17,0.01159,11.58,0.02844,7.737,0.07395,18.87,5.865,7.773,13.02,12.76,21.34,14.95,12.17,14.55,7.146,11.22,2.354,8.322,23.35,11.33,6.129,17.28,5.473,7.287,5.655,9.809,0.03525,2.775,8.0,carcinoma,NS,PANCREAS
SNU349_KIDNEY,62.37,1.428,16.72,1.97,0.3912,0.0228,6.391,6.845,6.868,20.16,30.1,37.4,57.17,21.25,14.99,0.05096,10.8,1.314,2.936,4.416,6.166,1.051,1.62,6.262,4.041,31.1,26.5,7.336,7.927,3.188,6.264,1.29,5.127,4.39,10.92,3.816,17.14,1.96,3.762,3.056,7.207,,,,carcinoma,clear_cell_renal_cell_carcinoma,KIDNEY
BHY_UPPER_AERODIGESTIVE_TRACT,61.47,3.982,3.069,5.774,2.072,0.03375,5.493,11.96,8.562,35.76,7.75,37.15,19.4,20.92,62.81,0.09547,0.4203,3.599,5.498,2.848,6.894,4.941,6.133,16.64,14.98,19.22,9.751,5.219,12.18,5.555,12.68,4.267,6.616,6.049,25.58,5.933,12.8,17.48,13.09,4.706,6.471,,,,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
KMRC3_KIDNEY,61.36,2.801,17.23,2.766,1.319,0.04478,5.593,11.43,8.035,21.03,22.48,46.32,41.1,24.65,52.03,0.06062,34.11,0.4206,4.153,5.385,6.759,1.052,5.911,13.27,5.39,33.78,24.89,10.39,9.173,6.726,12.13,2.768,3.625,17.55,18.19,6.87,15.42,3.089,7.749,4.512,9.304,,,,carcinoma,clear_cell_renal_cell_carcinoma,KIDNEY
ECGI10_OESOPHAGUS,61.3,7.091,44.77,3.563,1.242,0.06391,7.158,9.555,5.744,11.75,19.66,36.67,21.68,12.09,76.28,0.03253,0.7853,2.95,6.868,2.047,7.223,4.77,6.461,12.63,16.3,60.89,5.402,28.12,9.219,3.83,24.87,2.765,3.011,3.871,37.79,8.097,15.96,16.39,9.417,4.237,18.32,,,,carcinoma,NS,OESOPHAGUS
GCIY_STOMACH,61.24,6.088,12.19,17.18,4.416,0.027,11.42,18.27,7.59,5.332,67.18,16.9,26.81,31.83,150.4,0.1226,14.52,4.942,14.46,8.962,9.778,1.539,9.249,29.96,18.56,27.46,25.79,11.54,46.19,11.77,27.56,4.429,3.1,20.14,37.94,15.94,13.36,9.66,12.3,10.13,27.82,5.583,6.793,8.0,carcinoma,adenocarcinoma,STOMACH
SW48_LARGE_INTESTINE,60.89,5.502,52.48,10.11,2.953,0.02113,5.98,16.59,15.09,12.34,21.8,42.65,72.06,6.987,218.3,0.1161,0.1597,2.926,12.36,7.102,0.2272,8.726,5.188,11.22,24.62,154.7,13.76,10.04,10.08,6.516,41.35,4.603,10.62,9.347,25.06,13.78,15.24,10.2,8.149,7.237,12.47,0.008397,3.64,8.0,carcinoma,adenocarcinoma,LARGE_INTESTINE
SALE_LUNG,60.8,3.709,17.2,14.51,7.35,0.03979,4.194,11.65,5.484,25.82,18.13,40.17,29.45,4.455,48.45,0.1382,2.293,1.756,3.88,5.607,14.75,6.615,8.287,12.61,15.48,8.477,8.826,11.36,10.38,4.914,15.81,24.93,15.25,11.25,23.33,6.356,14.94,27.77,6.227,3.724,3.512,,,,other,immortalized_epithelial,LUNG
FADU_UPPER_AERODIGESTIVE_TRACT,60.69,9.13,17.63,14.05,4.258,0.02185,10.65,13.57,8.213,19.54,38.14,38.97,76.46,5.878,56.01,0.1001,0.3936,4.472,7.184,0.00836,21.63,10.21,15.25,11.73,18.59,70.87,20.25,18.47,16.34,6.815,14.92,3.884,12.2,16.74,28.9,14.33,17.06,40.12,14.27,9.909,15.46,2.066,1.429,8.0,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
SNU1066_UPPER_AERODIGESTIVE_TRACT,60.68,4.375,2.018,6.123,1.333,0.03763,14.38,23.1,4.724,27.24,14.98,32.89,42.47,15.14,76.37,0.1494,1.077,4.356,3.496,3.71,5.533,3.967,7.73,9.731,8.377,65.55,14.66,14.84,12.73,4.116,12.93,2.672,4.839,9.278,37.5,7.847,9.992,10.06,4.449,2.747,10.42,,,,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
NUGC2_STOMACH,60.49,13.24,71.03,7.135,3.204,0.04432,4.712,14.63,3.614,29.1,14.65,51.15,110.7,7.41,36.49,0.1375,1.185,14.55,4.29,6.563,10.23,5.651,7.56,13.28,12.44,56.32,14.93,11.22,11.01,1.294,26.69,2.236,14.6,12.75,18.72,4.28,23.19,13.93,7.413,2.269,9.037,,,,carcinoma,adenocarcinoma,STOMACH
LOUNH91_LUNG,59.91,2.613,24.04,9.856,1.725,0.01195,5.565,13.49,5.167,27.11,22.05,27.99,94.86,24.37,18.6,0.00638,14.74,0.00144,7.174,5.709,15.08,2.571,5.218,14.28,14.26,26.04,33.12,9.289,9.509,4.935,14.22,0.9018,5.683,10.65,21.23,11.83,17.68,3.847,7.502,4.977,7.616,8.0,8.0,8.0,carcinoma,squamous_cell_carcinoma,LUNG
CAL29_URINARY_TRACT,59.83,5.162,16.95,5.837,1.37,0.0196,6.608,14.12,7.163,29.27,32.69,46.43,79.03,12.42,24.74,0.01047,1.287,24.04,4.644,3.105,15.77,4.266,3.224,7.347,12.03,61.54,48.73,7.522,17.69,1.618,12.08,2.937,18.58,7.864,27.66,6.549,11.25,14.83,8.278,4.205,11.96,,,,carcinoma,transitional_cell_carcinoma,URINARY_TRACT
HUCCT1_BILIARY_TRACT,59.61,1.233,20.12,8.016,0.3049,0.00748,0.8305,12.43,16.45,14.41,35.63,20.08,20.67,21.6,87.81,0.0,4.149,1.186,1.037,5.585,17.0,3.038,1.177,0.7118,2.493,42.03,6.026,19.78,7.989,3.834,2.11,2.733,12.11,13.17,5.82,15.23,1.006,0.5023,4.963,1.383,0.2405,1.696,3.918,8.0,carcinoma,NS,BILIARY_TRACT
NCIH2085_LUNG,58.27,3.134,48.59,9.99,2.226,0.01182,6.396,10.33,3.973,14.32,26.84,32.22,48.07,17.68,38.7,0.01685,4.432,8.173,4.762,4.662,15.9,3.677,4.579,9.314,10.04,40.66,12.24,9.898,14.63,4.272,9.039,2.586,10.82,12.86,22.06,7.234,10.41,2.593,8.356,4.532,5.208,8.0,8.0,8.0,carcinoma,adenocarcinoma,LUNG
GAMG_CENTRAL_NERVOUS_SYSTEM,57.67,3.85,15.76,14.71,5.766,0.00942,8.887,13.98,3.888,41.93,38.57,41.58,108.0,5.881,27.98,0.05838,42.66,0.02174,7.004,3.404,15.8,3.552,6.012,8.75,18.27,32.15,25.44,9.273,14.94,5.701,10.99,1.705,9.769,12.24,7.282,7.584,8.436,4.725,7.864,4.304,10.78,8.0,,8.0,glioma,NS,CENTRAL_NERVOUS_SYSTEM
SNUC5_LARGE_INTESTINE,57.41,8.156,32.22,8.08,4.841,0.02233,8.164,26.23,10.27,17.72,30.9,36.45,50.96,12.06,32.34,0.1342,0.4456,2.086,6.501,8.494,0.293,4.536,6.296,12.37,18.55,41.64,8.33,11.72,11.9,9.861,12.6,8.024,6.845,11.99,26.91,10.22,16.35,5.363,10.89,6.47,21.32,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
ABC1_LUNG,57.09,4.767,40.72,6.996,1.68,0.6765,13.17,26.76,13.42,12.52,21.02,16.07,137.7,5.628,14.44,0.0029,0.6828,13.36,4.129,4.927,20.81,2.783,4.933,9.274,12.66,35.4,89.57,9.301,17.72,4.804,13.58,5.094,12.06,7.668,30.78,7.104,23.55,7.789,1.437,3.847,12.63,,,,carcinoma,non_small_cell_carcinoma,LUNG
YD15_SALIVARY_GLAND,56.84,6.947,28.45,12.57,4.166,0.09033,9.333,17.64,8.47,34.34,38.05,41.62,129.3,16.08,34.96,0.04328,0.5935,0.02396,3.774,4.571,18.36,6.095,3.451,8.227,6.433,51.66,12.83,14.26,9.446,7.003,13.45,2.039,11.44,17.59,14.1,6.021,12.07,3.837,6.841,2.33,4.384,,,,carcinoma,mucoepidermoid_carcinoma,SALIVARY_GLAND
JL1_PLEURA,56.64,2.357,46.35,5.316,0.4112,0.00997,4.007,7.516,6.75,23.16,22.48,26.67,110.5,28.2,60.84,0.06544,63.36,1.307,3.703,5.687,13.31,2.472,4.011,13.0,16.76,38.1,4.602,9.843,17.18,1.411,25.17,2.665,6.242,4.635,16.97,5.424,24.35,11.32,8.365,6.339,9.073,,,,mesothelioma,NS,PLEURA
HCC4006_LUNG,55.94,4.829,43.93,11.87,5.639,0.089,9.341,14.0,8.49,14.85,19.77,56.22,49.87,2.214,9.523,0.41,4.188,4.114,4.437,3.767,12.8,5.677,4.077,25.98,6.308,48.72,28.5,14.75,18.09,3.866,11.78,2.97,11.62,8.248,23.09,8.879,14.98,2.772,5.398,4.961,9.224,3.166,2.484,8.0,carcinoma,adenocarcinoma,LUNG
CORL105_LUNG,55.81,3.937,13.61,6.252,1.559,0.00434,4.543,10.04,12.9,39.42,24.17,61.07,36.88,11.23,63.95,0.0139,4.087,1.254,6.207,7.133,9.023,1.478,4.922,10.8,6.044,62.3,57.54,9.771,9.648,3.451,17.3,3.223,5.905,14.07,16.72,7.375,0.82,5.809,7.033,5.328,7.194,1.195,5.651,8.0,carcinoma,adenocarcinoma,LUNG
CAL54_KIDNEY,55.42,4.151,42.07,4.709,0.9431,0.00849,7.763,10.07,4.081,12.28,20.39,27.77,94.19,16.94,60.64,0.05139,42.38,3.762,8.376,5.739,12.49,5.006,9.506,14.13,15.2,30.82,34.67,14.63,11.81,6.461,21.53,3.749,3.608,12.6,25.14,7.651,16.61,6.114,9.057,4.898,10.5,,,,carcinoma,renal_cell_carcinoma,KIDNEY
SNU668_STOMACH,55.39,2.706,13.47,9.488,1.433,0.05669,4.489,12.56,26.52,17.53,25.83,66.93,30.23,3.913,56.47,0.08509,1.901,0.01856,2.863,4.762,12.62,3.368,3.395,23.82,10.99,48.78,44.68,14.64,13.31,7.097,25.71,2.661,4.951,11.36,21.2,10.79,0.1704,2.41,5.312,4.794,7.921,,,,carcinoma,signet_ring_adenocarcinoma,STOMACH
VMRCRCW_KIDNEY,54.81,2.495,10.82,6.123,1.026,0.00834,5.374,13.85,9.961,10.77,36.08,12.8,69.89,22.73,85.63,0.06242,12.97,0.6633,2.84,5.447,8.809,3.205,5.682,16.81,23.26,144.3,22.96,9.889,10.41,8.825,28.02,1.978,5.122,3.403,8.409,6.821,14.44,1.87,9.113,5.215,8.194,8.0,8.0,1.936,carcinoma,NS,KIDNEY
YAMATO_SOFT_TISSUE,54.62,4.361,43.62,9.705,2.476,0.4494,7.853,13.49,11.41,6.236,48.8,27.55,113.3,21.08,93.0,0.1694,21.9,2.715,5.735,7.401,17.21,6.625,6.107,17.28,16.28,35.48,52.28,20.26,40.17,5.399,10.35,1.507,12.59,7.519,8.457,13.22,11.24,6.125,7.462,7.301,5.253,,,,,,SOFT_TISSUE
NCIH2405_LUNG,54.17,3.449,19.35,7.834,1.905,0.05435,8.628,18.22,8.23,19.36,34.42,38.88,75.7,11.69,40.35,0.799,37.08,0.07085,4.698,0.01479,17.2,6.987,4.544,22.38,13.06,32.41,21.86,15.36,8.086,6.746,7.157,3.59,6.746,13.71,24.46,11.19,9.225,7.524,9.163,4.669,9.776,,,,carcinoma,adenocarcinoma,LUNG
TE159T_FIBROBLAST,54.09,3.293,7.273,3.034,0.8895,0.03663,6.843,15.66,9.372,14.31,18.22,30.85,28.07,7.607,8.74,0.04851,43.33,0.03753,3.2,5.131,14.31,1.554,6.136,10.51,6.908,22.47,7.331,11.37,10.26,5.464,5.678,2.686,4.827,10.08,15.22,5.705,11.19,1.302,5.06,2.927,5.5,,,,,,FIBROBLAST
SF767_CENTRAL_NERVOUS_SYSTEM,54.05,4.49,52.66,11.39,1.438,0.02595,5.505,16.53,4.771,25.09,13.54,30.0,101.5,5.668,55.45,0.00264,1.632,22.7,4.402,6.189,15.42,3.692,7.096,7.25,8.676,61.46,14.95,19.77,10.15,3.809,7.173,9.173,11.02,14.81,26.09,11.28,15.54,21.85,7.151,3.15,3.217,,,,glioma,astrocytoma_Grade_III,CENTRAL_NERVOUS_SYSTEM
NCIH2452_PLEURA,53.99,4.842,4.786,16.94,4.519,0.02066,8.833,13.63,13.38,17.45,17.44,22.51,100.4,13.32,33.59,0.1411,36.52,0.0806,4.789,5.928,12.33,4.919,6.408,11.04,9.227,20.64,5.873,22.2,15.3,6.795,11.79,2.029,11.43,6.797,6.166,7.688,18.12,3.063,8.816,6.256,9.098,8.0,0.2332,8.0,mesothelioma,NS,PLEURA
NCIH1373_LUNG,53.76,5.741,2.055,7.822,3.31,0.03637,6.018,11.63,11.23,19.38,18.27,45.79,42.05,15.19,37.48,0.01944,6.577,0.0296,6.277,5.124,11.76,7.843,6.479,15.22,13.06,27.84,2.354,18.92,13.9,8.219,14.93,4.577,7.094,7.76,19.94,11.63,22.7,3.705,9.689,6.397,17.39,8.0,8.0,8.0,carcinoma,adenocarcinoma,LUNG
TE5_OESOPHAGUS,53.6,3.568,20.33,4.295,2.729,0.05877,9.55,9.783,11.55,16.02,12.84,34.73,39.29,11.04,33.44,0.1777,0.6195,14.48,4.388,3.463,12.53,6.307,6.934,15.55,11.0,144.0,36.85,10.45,10.75,6.153,17.72,4.195,7.62,9.664,32.46,4.228,21.48,15.64,9.327,2.404,6.487,8.0,,8.0,carcinoma,squamous_cell_carcinoma,OESOPHAGUS
SNU1076_UPPER_AERODIGESTIVE_TRACT,53.49,4.182,3.255,3.781,0.4955,0.01919,5.852,9.121,5.705,43.35,17.12,37.26,36.05,9.138,27.7,0.07237,0.1364,4.003,3.385,4.735,8.017,4.266,8.95,9.167,9.862,57.76,33.03,16.77,9.807,4.015,7.391,2.331,3.438,7.102,30.33,4.838,9.757,10.25,8.927,3.249,7.043,,,,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
8305C_THYROID,53.16,2.106,28.37,4.976,0.8944,0.6252,5.138,18.19,4.122,24.55,23.13,69.88,58.8,7.72,36.92,0.02344,6.739,0.02578,4.039,7.652,13.54,4.155,4.689,9.454,14.28,20.91,42.26,14.13,14.82,4.134,11.04,1.573,8.333,6.804,6.615,4.576,11.75,2.308,5.58,2.123,5.66,0.5444,1.02,8.0,carcinoma,anaplastic_carcinoma,THYROID
TUHR4TKB_KIDNEY,52.92,3.094,15.39,5.795,1.084,0.00628,5.901,9.327,5.821,19.43,39.89,14.49,83.45,29.9,32.26,0.03355,14.79,0.3743,3.738,7.937,6.175,2.667,4.442,5.567,12.54,26.57,21.71,13.59,5.694,5.272,6.375,2.65,4.642,24.58,13.29,7.883,12.99,6.815,7.917,3.242,8.781,,,,carcinoma,NS,KIDNEY
TE11_OESOPHAGUS,52.9,4.435,25.92,8.064,1.508,0.01977,7.014,14.72,5.972,41.68,33.97,54.74,89.16,16.09,48.19,0.0087,0.4247,7.784,3.748,3.383,11.16,4.393,2.96,7.92,21.83,53.92,7.4,8.668,15.67,1.468,10.85,2.704,17.04,10.17,10.97,7.467,14.08,11.89,8.339,2.928,9.802,3.257,,0.03104,carcinoma,squamous_cell_carcinoma,OESOPHAGUS
RMUGS_OVARY,52.69,3.14,42.6,7.429,2.888,0.04097,4.784,17.31,3.706,43.74,15.07,48.76,92.46,1.896,25.76,0.01412,0.7344,2.8,2.531,0.03844,16.1,8.125,5.194,12.84,17.58,118.3,23.53,8.141,6.883,3.212,16.77,2.735,12.0,10.18,35.47,5.411,0.2278,6.217,6.693,1.54,11.45,,,,carcinoma,adenocarcinoma,OVARY
PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,52.28,4.21,64.69,7.295,1.228,0.03602,6.878,17.4,6.418,35.39,29.72,53.9,79.82,13.87,104.8,0.2447,1.031,8.733,2.024,0.5504,8.783,6.979,3.528,6.643,6.068,51.68,19.42,8.967,10.96,0.8802,11.51,1.911,27.04,15.46,18.25,4.948,18.46,13.4,4.945,1.256,5.284,,,,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
LUDLU1_LUNG,52.01,4.556,21.26,11.69,2.56,0.09035,7.473,10.58,7.321,24.89,14.96,74.78,90.27,22.46,65.64,0.01788,0.7881,0.9832,7.389,3.635,9.423,5.032,2.931,5.723,9.995,98.69,26.9,10.05,14.88,4.286,10.98,2.075,13.77,13.75,18.37,7.895,11.55,4.097,10.52,10.51,14.96,8.0,3.118,8.0,carcinoma,squamous_cell_carcinoma,LUNG
PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT,52.0,2.862,4.142,4.918,1.548,0.00985,7.261,11.59,4.493,29.16,21.65,16.17,35.92,4.569,20.45,0.1233,0.1352,6.581,2.752,1.957,5.662,3.174,3.667,8.668,2.652,26.41,13.66,7.356,4.793,0.9256,14.74,1.772,8.752,10.0,14.57,4.4,14.2,5.497,3.986,1.127,3.83,,,,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
BCPAP_THYROID,51.75,2.83,35.52,1.324,0.2049,0.1114,6.782,6.211,11.75,12.69,18.07,36.96,73.45,7.462,3.167,0.01609,10.63,0.02027,4.743,7.808,6.207,5.965,6.336,30.21,19.13,10.09,22.4,17.83,18.97,15.5,11.51,3.895,0.6553,6.545,13.11,7.833,23.38,2.038,15.33,2.183,11.15,1.605,0.7156,8.0,carcinoma,papillary_carcinoma,THYROID
KYSE140_OESOPHAGUS,51.45,5.456,49.69,10.3,2.816,0.1998,11.83,15.42,6.965,29.93,22.58,39.68,155.5,18.7,29.64,0.01871,7.09,40.37,3.914,3.39,14.21,9.462,4.085,8.653,11.95,26.56,27.3,9.871,18.46,2.709,10.18,2.071,9.336,16.66,14.53,7.829,14.08,12.83,8.972,3.325,13.34,2.105,,8.0,carcinoma,squamous_cell_carcinoma,OESOPHAGUS
RL952_ENDOMETRIUM,51.14,3.203,25.09,11.0,1.706,0.00251,9.029,16.09,6.787,38.49,19.6,42.01,81.19,4.666,39.27,0.236,9.831,21.47,3.871,7.755,14.21,5.606,6.592,11.89,23.15,54.94,42.48,12.71,13.41,3.486,15.09,5.424,15.12,11.14,51.98,8.569,12.35,33.29,12.65,6.05,10.3,0.06362,0.2966,8.0,carcinoma,mixed_adenosquamous_carcinoma,ENDOMETRIUM
KMRC20_KIDNEY,51.01,3.519,1.674,11.33,1.507,0.01883,6.107,17.48,6.265,16.76,40.62,22.59,107.9,18.74,21.45,0.01703,29.03,5.944,11.01,4.493,9.827,5.004,8.027,9.619,7.372,58.45,90.37,11.96,12.28,6.433,18.88,2.758,12.99,9.02,14.28,6.573,9.839,8.047,8.029,11.52,7.487,,,,carcinoma,renal_cell_carcinoma,KIDNEY
NCIH1819_LUNG,50.96,1.513,2.121,4.979,4.674,0.01793,21.63,14.27,6.214,17.42,28.68,53.6,77.41,5.536,2.817,0.00547,0.8292,19.61,3.837,3.969,20.03,8.743,4.509,6.413,10.72,30.37,34.66,83.45,31.1,6.106,3.586,3.921,7.753,7.623,501.0,10.95,15.55,0.2855,7.767,4.134,7.332,,,,,,LUNG
NCCSTCK140_STOMACH,50.58,6.048,28.38,4.274,1.279,0.04856,12.56,15.02,4.026,33.44,16.9,35.13,51.73,6.627,72.99,0.02795,2.718,12.69,5.492,3.449,15.89,2.79,11.11,13.32,22.08,17.61,38.18,13.17,19.42,6.867,12.66,5.009,7.064,12.87,53.39,8.953,22.29,12.68,14.74,5.074,12.14,,,,carcinoma,NS,STOMACH
KNS62_LUNG,50.58,2.483,27.22,9.529,2.382,0.01039,7.841,11.66,0.1512,26.86,21.64,28.42,83.04,21.2,54.7,0.1111,0.6547,9.363,2.773,1.59,12.85,4.345,2.935,7.202,8.421,26.94,10.72,11.64,7.889,4.532,11.34,1.995,7.488,17.02,12.7,6.177,10.42,2.376,9.307,2.441,4.099,1.195,8.0,8.0,carcinoma,squamous_cell_carcinoma,LUNG
NCIH226_LUNG,50.53,3.608,38.49,7.986,1.152,0.02866,2.589,8.816,8.789,20.7,34.66,23.12,138.7,28.55,40.48,0.03216,29.29,0.4906,3.674,5.637,22.83,2.958,3.331,8.815,13.3,15.45,6.7,13.8,13.64,4.531,12.88,4.103,2.688,10.03,8.547,8.439,21.0,3.593,6.886,2.895,7.154,8.0,3.297,8.0,carcinoma,squamous_cell_carcinoma,LUNG
5637_URINARY_TRACT,50.12,3.071,33.35,11.09,1.341,0.04403,4.51,18.32,3.774,72.35,28.17,52.92,114.2,33.4,59.5,0.02172,8.243,1.994,4.083,6.812,8.621,2.573,5.035,8.506,65.92,16.75,54.42,16.25,17.03,2.626,7.466,2.379,7.402,0.4928,22.31,9.34,15.36,3.454,10.92,4.499,7.141,8.0,1.065,8.0,carcinoma,NS,URINARY_TRACT
NCIH1563_LUNG,49.96,2.73,13.93,5.961,0.376,0.2217,6.684,19.12,6.372,17.0,16.64,64.12,54.11,7.573,20.67,0.6174,4.323,0.6269,2.058,6.451,17.64,2.828,5.845,10.14,15.09,133.3,44.12,24.04,7.036,4.715,21.93,3.21,4.678,8.582,56.63,7.612,17.55,3.676,11.98,2.268,5.158,8.0,8.0,8.0,carcinoma,adenocarcinoma,LUNG
SCABER_URINARY_TRACT,49.69,3.38,16.53,5.652,1.518,0.00752,6.925,12.45,8.775,32.48,25.83,29.95,55.69,12.5,41.92,0.1139,0.1538,5.659,5.274,3.983,10.38,4.489,2.864,6.394,8.988,32.04,6.001,8.767,9.11,1.607,11.02,3.428,10.59,9.894,8.199,4.174,13.77,2.505,4.829,1.925,3.074,1.843,1.023,8.0,carcinoma,transitional_cell_carcinoma,URINARY_TRACT
DKMG_CENTRAL_NERVOUS_SYSTEM,49.61,3.62,12.86,6.403,0.7219,0.06593,8.501,17.48,6.362,12.16,22.43,34.88,54.55,37.53,20.71,0.02095,30.56,0.1405,5.841,9.166,19.49,1.958,4.537,9.173,12.55,23.42,24.04,17.19,8.963,9.589,8.41,5.052,5.754,8.689,15.42,7.688,9.4,7.011,8.12,7.806,4.344,8.0,8.0,8.0,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
CALU1_LUNG,49.31,6.123,0.07222,15.48,1.904,0.111,11.56,16.67,8.286,22.42,36.32,47.59,82.26,16.79,28.81,0.00856,16.97,0.06385,4.969,12.34,24.93,3.07,7.254,18.02,16.52,34.17,4.153,19.42,15.02,7.855,9.409,2.293,9.028,7.578,12.84,8.882,24.53,5.046,10.46,4.18,8.0,8.0,1.676,8.0,carcinoma,squamous_cell_carcinoma,LUNG
SNU1_STOMACH,49.12,12.22,21.05,10.56,2.661,0.01245,4.942,17.45,7.959,18.32,15.4,55.92,90.91,0.04701,50.66,0.3071,11.35,2.704,7.516,5.395,5.277,4.967,5.417,8.926,16.49,24.12,17.92,13.71,24.19,4.376,13.97,4.642,12.08,16.89,27.62,9.621,10.4,13.08,11.47,5.05,18.92,0.07533,1.619,8.0,carcinoma,undifferentiated_adenocarcinoma,STOMACH
LU65_LUNG,49.06,14.54,10.31,9.384,3.186,0.00799,5.315,16.32,7.882,15.66,19.19,40.66,80.03,11.0,69.38,0.01708,0.2157,0.00461,4.989,3.457,21.5,2.801,4.958,14.0,11.82,60.58,26.27,13.5,12.51,6.081,12.57,1.556,7.259,4.363,4.607,9.591,24.02,4.225,7.46,6.271,10.17,,,,carcinoma,non_small_cell_carcinoma,LUNG
SLR24_KIDNEY,48.87,3.066,21.91,6.081,1.698,0.0054,4.804,6.911,4.954,11.4,40.16,16.85,93.25,19.89,65.13,0.01587,70.6,2.398,3.605,6.209,7.439,3.138,6.545,9.962,5.368,31.19,31.95,11.45,5.81,4.022,15.65,1.644,4.894,16.85,18.16,6.126,15.44,4.637,5.603,2.653,5.357,,,,carcinoma,renal_cell_carcinoma,KIDNEY
RKN_SOFT_TISSUE,48.72,21.52,22.29,11.39,2.025,0.06123,7.641,11.25,5.184,28.5,30.26,65.05,67.55,8.314,24.89,0.00574,22.64,0.0217,6.74,3.805,17.54,11.97,5.121,11.63,22.16,24.66,22.79,11.38,15.98,8.573,12.69,2.257,14.18,11.77,2.075,7.093,17.25,4.275,8.129,4.316,10.21,,,,leiomyosarcoma,NS,SOFT_TISSUE
TE15_OESOPHAGUS,48.06,5.121,7.435,12.16,2.08,0.01605,5.335,15.79,4.896,35.33,26.75,49.38,112.5,18.94,28.0,0.5475,0.07079,8.852,5.307,4.481,12.84,4.999,4.872,7.603,7.758,37.07,16.53,12.15,14.81,2.345,7.76,2.945,14.48,11.04,19.84,5.142,12.18,12.2,11.0,4.509,12.41,0.1291,,8.0,carcinoma,squamous_cell_carcinoma,OESOPHAGUS
SNU1079_BILIARY_TRACT,47.65,18.77,34.07,6.577,0.6031,0.00248,4.889,8.586,6.618,8.303,27.63,50.82,54.27,25.32,49.52,0.01588,40.24,0.905,4.51,4.927,11.31,3.037,3.801,14.88,7.521,36.82,25.15,13.94,9.834,4.015,16.63,2.259,3.168,8.67,24.31,10.49,19.57,4.89,10.96,4.212,8.71,,,,carcinoma,NS,BILIARY_TRACT
SNU410_PANCREAS,47.33,3.578,19.55,10.12,1.47,0.02174,8.953,10.72,7.425,16.9,15.04,39.99,90.0,15.06,42.36,0.3787,12.33,0.03345,7.408,2.646,13.27,3.792,6.173,11.5,11.83,41.14,9.132,14.77,11.77,4.825,13.32,1.928,6.366,14.34,14.73,8.801,21.95,4.914,9.432,6.852,13.32,,,,carcinoma,NS,PANCREAS
SCC9_UPPER_AERODIGESTIVE_TRACT,47.3,4.866,2.807,8.233,1.304,0.02621,7.604,8.2,3.83,38.19,16.39,29.51,26.22,7.861,110.4,0.1771,0.1221,0.5072,3.098,6.206,9.528,5.799,8.134,8.226,11.54,12.29,5.11,7.865,12.1,6.54,6.995,4.598,3.026,5.05,37.56,13.36,11.35,6.09,2.961,3.404,5.07,0.4899,2.393,8.0,carcinoma,squamous_cell_carcinoma,UPPER_AERODIGESTIVE_TRACT
HCC70_BREAST,46.19,5.045,25.19,8.616,4.015,0.01762,10.29,23.5,3.927,6.991,21.11,46.04,47.99,13.87,25.21,0.00724,1.79,0.3859,6.866,6.653,10.2,8.76,4.731,19.07,9.764,208.2,99.68,6.963,30.87,4.027,15.62,2.1,14.92,6.985,20.66,4.11,11.29,14.59,5.054,9.992,8.065,1.253,6.826,8.0,carcinoma,ductal_carcinoma,BREAST
